Job Title,Company,Posted Date,Number of Applicants,Seniority Level,Job Function,Company Industry,Detail Desc,Employment Type
Software Engineer - Android,GudangAda,3 weeks ago,Be among the first 25 applicants,Mid-Senior level,Engineering,Information Technology and Services,"Company Description

GudangAda was launched at the beginning of 2019 by an Indonesian and Southeast Asian FMCG industry expert with multi decades of experience, Stevensang. GudangAda, a leading B2B marketplace startup company, was born with a mission to empower all FMCG players in the supply chain FMCG players in the supply chain with faster, cheaper, smarter, and bigger transactions through technology.

Job Description
Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, and X years of work experience
Extensive understanding of Android framework components and their respective lifecycles
Strong computer science fundamentals: data structures, algorithms, and programming languages
Experience working closely with product teams, designers, and other developers to create a truly delightful mobile experience
Current and detailed knowledge of the capabilities of different Android API levels
Experience developing highly performant Java code and view layouts and the ability to diagnose performance bottlenecks
Experience developing with Kotlin, MVVM & Jetpack components
Additional Information

What You Will Get
Mentorship from world-class talents
Personal Growth
Huge impact",Full-time
Senior Software Engineer,TFA technology,1 day ago,Be among the first 25 applicants,Associate,Engineering,-1,"Java web programming
spring Frameword",Full-time
Software Development Engineer 1,Sayurbox,1 week ago,Be among the first 25 applicants,Entry level,Engineering,Hospitality,"Sayurbox is a provider of fresh produce to household (B2C) and restaurants (B2B).

Our vision is to make fresh produce and products from farms and producers available and accessible to everyone, along with our missions (i) To be the go-to fresh produce platform and ecosystem, (ii) Innovative and top class customer experience, and (iii) Improve efficiency and transparency in the agri-supply chain. However, it is always a work in progress to seek further potential and challenge.

Position Job Scope Including, But Not Limited To
Full stack web/mobile application development with a variety of coding languages
Create consumer products and features using internal programming language
Implement web or mobile interfaces using Java or JavaScript
Work closely with our PM and design teams to define feature specifications and build the next generation of products leveraging frameworks such as React & React Native
Work closely with operations and infrastructure to build and scale back-end services Build report interfaces and data feeds
Turn design into code

Qualification Requirements

BSc or MSc in Computer Science or related field (or equivalent industry experience)
Having 1-3 Years experience as Software Developer Engineer
Experience in either Java, ReactJS, HTML, CSS or other relevant coding languages
Experience building large-scale infrastructure applications
Excellent problem solving skills
Experience in OOD
Experience with Spring and Spring Boot
Experience of working on large scale application
Experience with performance optimization at application level
Good understanding of relational databases and MySQL

Skill Requirements
My SQL
Spring / Spring Boot Framework
Java
OOD

mSoY09EklQ

Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs",Full-time
Product Manager - Jakarta,Halodoc ID,3 weeks ago,Be among the first 25 applicants,Entry level,Product Management,Information Technology and Services,"Job Description

& requirements

Job Descriptions
Build strategies to generate new potential products to elevate the user experience;
Research and analysis to get in-depth user, market & industry insight
Analyze market trends to generate new ideas to grow the market share, improve customer experience and drive growth and conversion;
Work closely with the engineering, marketing, finance, operations team and other stakeholders to run the new features and enhancements;
Requirements
2+ years of product experience in customer-facing application, e-commerce a plus
Analytical and data-driven, love digging into the data to understand what’s happening and define & measure success on every project
Successful track record in planning, developing, and executing strategy for multiple projects while collaborating cross-functionally
Passionate about customers and always bring questions back to what will serve them best
Ability to easily transition from high-level strategic thinking to creative and detailed execution.
Fluent in English and are a confident communicator
Solid organization, leadership, team-building, and mentorship experience
Experience as a data-analyst OR software engineer and working with distributed teams are highly desired.
Entrepreneurial and comfortable working in a complex and fast-paced environment
Required Skills

Product Development Product Launch Product Management Product Strategy Product Research",Full-time
Software Development Engineer 1 - Sayurbox,Sayurbox,2 days ago,Be among the first 25 applicants,Entry level,Engineering,Marketing and Advertising,"Sayurbox is a provider of fresh produce to household (B2C) and restaurants (B2B).

Our vision is to make fresh produce and products from farms and producers available and accessible to everyone, along with our missions (i) To be the go-to fresh produce platform and ecosystem, (ii) Innovative and top class customer experience, and (iii) Improve efficiency and transparency in the agri-supply chain. However, it is always a work in progress to seek further potential and challenge.

Position Job Scope Including, But Not Limited To
Full stack web/mobile application development with a variety of coding languages
Create consumer products and features using internal programming language
Implement web or mobile interfaces using Java or JavaScript
Work closely with our PM and design teams to define feature specifications and build the next generation of products leveraging frameworks such as React & React Native
Work closely with operations and infrastructure to build and scale back-end services
Build report interfaces and data feeds
Turn design into code
Qualification Requirements
BSc or MSc in Computer Science or related field (or equivalent industry experience)
Having 1-3 Years experience as Software Developer Engineer
Experience in either Java, ReactJS, HTML, CSS or other relevant coding languages
Experience building large-scale infrastructure applications
Excellent problem solving skills
Experience in OOD
Experience with Spring and Spring Boot
Experience of working on large scale application
Experience with performance optimization at application level
Good understanding of relational databases and MySQL
Skill Requirements
My SQL
Spring / Spring Boot Framework
Java
OOD
Powered by JazzHR",Full-time
Software Engineer,PT. Softorb Technology Indonesia,1 week ago,Be among the first 25 applicants,-1,-1,-1,"Job Desc
Test applications to make sure it work correctly and comply with its specifications and requirements.
Develop desktop application tool and or script file to test applications.
Debug and refactor existing code.
Maintain existing tools for updated feature(s).
Requirement
Candidate must possess at least Bachelor's Degree, Computer Science/ Information Technology or equivalent.
Max 40 years old.
Self-driven individual who works well in a team environment even with minimum supervision.
Effective communication, interpersonal skills and problem solving skills.
Eager to learn and able to work under pressure.
fresh graduate or have an experience with related field will be an advantage.
Strong organization skills and attention to detail.
Ability to program in Java/C/C++ language.
Advantages
Familiar with version control such as GIT.
Knowledge in smarcard basic.",-1
Software Engineer (Backend),Mindtera,3 weeks ago,Be among the first 25 applicants,Entry level,Engineering,Information Technology and Services,"Are you passionate about creating a product that is solving real problems?

Do you love to create better, faster solutions through code?

If the answer to those questions is a yes, you might be destined to be part of the new startup team.

We’re looking for Junior Software Engineer to join our team. You’ll be working with the core technical team to produce high-quality code for our latest and greatest products. You’ll be working closely with our team to create a great product. Finally, we’re looking for a developer that aligns with our mission.

Passion in software engineering, application development, or systems development
Curiosity to explore creative solutions and try new things
Willing to growth by working outside your comfort zone doing endless learning and amplify others to do that
Involved and participate in the overall application cycle.
Collaborate with technical lead to design and implement data storage solutions and microservice.
Able to implement clean, extensible and high-performance code in our codebase
Excellent understanding of software engineering concepts, design patterns, and algorithms
Develop a functional and sustainable applications with clean code.
Optimize applications that can achieve maximum speed and scalability.
Able to achieve production SLA 99.9% (success rate).
Implementation of security and data protection.
Collaborate in cross-functional team
Experience with Java, Go and/or Dart (Flutter) is a plus",Full-time
System Engineer,PT Astra Graphia Information Technology,2 months ago,29 applicants,Entry level,Information Technology,Information Technology and Services,"Company Description: AGIT is a Digital Service Provider, provides one stop Solution on Digital Services. Since 1983, AGIT is part of PT Astra International Tbk Group, a conglomeration company in Indonesia that currently has 212 subsidiaries and affiliate companies with 7 line of businesses (automotive, financial services, heavy equipment, agribusiness, information technology, infrastructure & logistics, and property). AGIT itself is owned 100% by PT Astra Graphia Tbk. As a Digital Service Provider, AGIT has transformed its business not only focusing on providing ICT infrastructure and application related services but more towards on what we called as a One-Stop-Solutions on Digital Services, both in on-premise and cloud infrastructure model. We bring the concept of digitize things (digitize everything), to help and to assist our customers in performing their digital transformation through the implementation on digital technology & digital solutions. We have four main pillars in our Digital Solution Portfolios that cover the entire journey required to conduct digital transformation starting from Digital Strategy, Digital ICT Foundation, Digital Platform, and Digital Services. Job Description:
Involved in Project for System Management Area in Software Asset Management
Provide Support and Operations for System Management Area in Software Asset Management
Work alongside principal and subcontractor for project team to assist in the implementation of proposed solutions in System Mgmt",Full-time
Software Developer / Software Engineer,Hacktiv8,3 weeks ago,Be among the first 25 applicants,Mid-Senior level,Other,Education Management,"Job Role

As a software developer, you’ll be the brain behind crafting, developing, testing, going live and maintaining the system. You are passionate in understanding the business context for features built to drive better customer experience and adoption.

Responsibilities
Familiar with the software development life cycle (SDLC) from analysis to deployment.
Comply with coding standards and technical design.
Believes in systematic approach to developing the system through clear documentation (flowcharts, layouts, & etc) of functionality, address every use case through creative solutions.
Adapts structured coding styles for easy review, testing and maintainability of the code.
Integrate the developed functionality and/or component into a fully functional system.
Ensure unit and integration level verification plan are in place and adheres to great quality of code at all time.
Active participate in troubleshooting, debugging and updating current live system.
Verify user feedback in making system more stable and easy.
Work closely with analysts, designers and other peer developers.
Preparing technical training documents for onboarding new engineers.

Requirements
Bachelor’s degree in computer science or equivalent practical experience.
2+ years of experience as Software Engineer or Software Developer or in a relevant role.
Fresh graduate are welcome
Understanding of OOPS concepts, Persistence, Threading.
Proficient in Javascript Framework or other programming languages.
Hands-on with SQL or PostgreSQL database.
Knowledgeable in data structures and algorithms.
Experience with open-source projects.
Experience in designing interactive applications.
A background in Engineering with sound oral and written communication skills.
Prior experience with AWS, Azure, Google or Openstack will be a plus.",Full-time
Software Engineer,MC Payment Indonesia,1 week ago,Be among the first 25 applicants,-1,-1,-1,"MC Payment Indonesia (PT MCP Indo Utama) is a payment system service provider (Payment Gateway) company that has obtained a license from Bank Indonesia. We work with banks and partners to serve payment technology needs for merchants to receive payments electronically.In MC Payment, you will be part of a team that delivers solid online payment solutions for online and retail merchants in Indonesia. To do so, we are looking for developers with strong passion in technology to. Mc Payment is looking for motivated and highly talented individuals to help grow the company and achieve its hugely ambitious goal. Mc Payment prides itself on having an excellent internal culture, where we strive hard to create the best possible working environment: a healthy mix of change, fast pace, supportive atmosphere, ecosystem collaboration and of course, fun.Mc Payment hires team members of excellent in every role. While a lot will be asked of you, you will benefit greatly from working in open, collaborative team. Working at Mc Payment is fast-paced and team-oriented with an emphasis in delivering the highest quality work in every field to ensure our own and our member's success.Responsibilities:
Develop, maintain, troubleshoot, and enhance existing applications
Design solutions and integrate with our merchants and partners
Participate in the team workflow and processes, technical review, meeting and discussion
Conduct code review and testing


Requirements
At least 1 year experience at related position
Attention to detail
Able to work under pressure
Fluent in English
Fluent with at least one Programming Language like PHP, JAVA (More preferable), NodeJS, Golang etc.
Solid understanding of software development best practices (SOLID, OO, design patterns)
Familiar with Git, RESTful API, PostgreSQL/MySQL/NoSQL database
Good communication, able to work together in a team
Knowledge of microservices, network protocol, socket, Event Driven Architecture would be added advantage
Knowledge in Cloud service AWS / GCP is a plus
Knowledge in Docker Container, Elastic search, Log Stash, Kibana is a big advantage

Note :Please submit CV in English.",-1
Senior Software Engineer - Jakarta,Advotics,2 days ago,Be among the first 25 applicants,Associate,Engineering,Information Technology and Services,"Job Description
Developing products/features backed by highly-concurrent distributed systems
Technical problem diagnosis and analysis
Perform performance optimization
Document developed features
Working closely with product team to handle a product/feature release
Estimating the required effort to develop a feature
Actively participate in product development process
Actively participate in mentoring team members
Lead a team of software engineers to deliver products/features
Required Skills

Git Java Javascript Frameworks Linux",Full-time
Software Engineer Manager,Pt. Trawlbens Teknologi Anak Indonesia,2 months ago,Be among the first 25 applicants,Mid-Senior level,Production,Marketing and Advertising,"Jobdesc
Translate business requirements/ logic into detailed technical requirements/specifications and flow
Work with engineering and operations team to implement these requirements into production system
Work with engineering and operations team to implement these requirements into production system
Build and track key metrics to ensure system stability and analyze any gaps for improvement
Assume responsibility for key project tasks and ensure they are completed in a timely fashion
Evaluate, test and recommend new improvements to enhance key system and processes
Requirements
Working knowledge of SQL is required.
Bachelor's degree in Computer Science, Engineering or other technical field from top local or overseas universities with minimum
GPA 3.5 on a 4.0 scale, Master’s degree is a plus
At least 2 years of experience as a product manager or project manager or business analyst in a startup environment
Solid technical background with understanding and/or hands-on experience in technical product development
Great communication and attention to detail
Excellent analytical, multi-tasking, and problem solving skills",Full-time
Back-end Software engineer,Odd Concepts,1 month ago,Be among the first 25 applicants,-1,-1,-1,"Responsibilities
Participate in the SW development for eCommerce products and technologies
Maintain B2C AI fashion platform (web site) and develop new features aligning with business strategy
Work closely with business groups for customer support in APAC markets, investigating issues reported by our clients or internal teams
Work with external partners to find the best way to technically integrate our products & APIs into their systems and help to find the solution for any obstacle
Required Skills & Experience
Bachelor in Computer Science or related technical field or equivalent practical experience
at least 3 years of experience in back-end software development
Excellent programming skills in Python and database (e.g. MySQL)
Strong knowledge of web server/system on AWS, RESTful APIs, HTTP protocol, DNS, CDN, etc",-1
Lead Software Engineer - Jakarta,CrediBook,2 days ago,Be among the first 25 applicants,Associate,Engineering,Information Technology and Services,"Job Description
Develop applications according to development standards, best practices, and methodologies
Propose new features, functionality, and ideas to improve the backend applications
Continuously find ways to improve and optimize the architecture, code, and processes of our Backend apps
Work with the Product, Business, and Sales teams to gather and understand requirements and deliver scalable solutions
Own parts of the system and continuously work to improve them in an agile environment
Benchmarking, load testing, diagnosing problems and helping create solutions
Research and implement modern frameworks and technologies for back-end systems
Participate in design discussions, reviews and propose/implement solutions to technical problems and challenges

Qualifications
Education: Min. S1 / Bachelor's Degree in Computer Science / IT or relevant fields
3-4 years of working experience in the software industry
Strong understanding of Data Structures, Algorithms, and Computer Science fundamentals
Strong logical and innovative thinking, troubleshooting skills and diagnostic intuition, able to assess the business needs and reflect the value into the product design
Experience working on one of follow programming language: Python, NodeJS, Go or C++
Proficient in web services, oAuth and Restful APIs
Familiar with Linux environment
Experience working with cloud based systems and infrastructure services such as AWS, GCP, etc is a plus
Great team player, also have the ability to work independently with minimum supervision

Additional Information

At CrediBook, we are energetic, driven, passionate, fast paced and collaborative.",Full-time
IT System Engineer,FiberStar,1 week ago,Be among the first 25 applicants,Entry level,Information Technology,Information Technology and Services,"Administer and monitoring installed systems and infrastructure
Administer server in multiple platforms and applications
Operating centralized end-point protection software
Handle updates, upgrades, and other maintenance tasks in both hardware and software areas
Ensuring the highest levels and reliable of system and infrastructure availability

Minimum Qualifications

Minimal Bachelor degree information technology, system information, or computer
Minimal 2 years experience in same position
Strong administering in Linux and Windows operating system platform
Experienced in IT Infrastructure is mandatory (OS, Storage, Network, Server)
Experienced in Virtualized environment such as VMWare, Cloud Platform.
Experienced in Scripting (Python, Bash, Powershell) and Create Automation Task
Understanding Networking Concept",Full-time
Software Engineer,Ciheul Technologies,2 months ago,Be among the first 25 applicants,Not Applicable,Information Technology,Information Technology and Services,"Job Description Design and analyse application to meet clients’ requirements. Develop and deploy application on the server. Testing and maintaining code to ensure system running with no bugs. Working together in a team with varied skill sets. Having fun. Requirements 1 or 2 years experience (Fresh Graduate in computer science, informatics, and computer engineering are allowed to apply) Basic programming and good logic. Preferable in python or laravel. A teamwork player. Easy going person. Love to learn. Preferred/You will be Experience in any language. Experience in any SQL database. Experience in server environment. Experience using Source Code Version Control in a good way. (ex: Git). Experience using Project Tracking software (ex: Jira). Domicile in Bandung",Full-time
Software Engineer Lead,Ula,3 weeks ago,Be among the first 25 applicants,Associate,Engineering,Hospitality,"Qualifications

Has minimum 5 years of software development experience in the software engineering team with product company.

Ability and eagerness to manage people.

Proficient in any of the major programming languages (Java, JavaScript (Node.js), Golang, preferably Java)

Experience with MySQL or similar relational databases (non-relational databases is a plus)

Familiarity with agile software development processes for building distributed systems, Android applications, and/or e-commerce platforms

Experience in building systems gradually that always provide value to customers on each iteration.

Self-driven to tackle challenges head-on and achieve goals

Excel at working in dynamic, and fast-paced environments.

Excellent verbal and written communication skills.

Curiosity and capacity to learn and ability to switch context.

Preferred Qualifications

Minimum 2 years of leadership experience in the software engineering team.

Along with backend, worked in Mobile and Frontend technologies as well.

Excellent coding skills in a language such as Java or NodeJS

Experience with MySQL and/or PostgreSQL & with non-relational databases such as DynamoDB, MongoDB, Cassandra, etc.

Experience in working with distributed caching (memcached, Redis, or comparable technology).

Experience with agile software development processes for building highly available and scalable distributed systems and/or e-commerce platforms.

Ability to effectively articulate and drive solutions to meet technical and business challenges

Ability to deal well with ambiguous/undefined problems; ability to think abstractly

Good experience of AWS services such as EC2, S3, DynamoDB, Elasticsearch, Lambda, API Gateway, ECR, ECS etc.

Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs",Full-time
Product Manager,Halodoc ID,1 month ago,84 applicants,-1,-1,-1,"Job Descriptions
Build strategies to generate new potential products to elevate the user experience;
Research and analysis to get in-depth user, market & industry insight
Analyze market trends to generate new ideas to grow the market share, improve customer experience and drive growth and conversion;
Work closely with the engineering, marketing, finance, operations team and other stakeholders to run the new features and enhancements;


Requirements
2+ years of product experience in customer-facing application, e-commerce a plus
Analytical and data-driven, love digging into the data to understand what’s happening and define & measure success on every project
Successful track record in planning, developing, and executing strategy for multiple projects while collaborating cross-functionally
Passionate about customers and always bring questions back to what will serve them best
Ability to easily transition from high-level strategic thinking to creative and detailed execution.
Fluent in English and are a confident communicator
Solid organization, leadership, team-building, and mentorship experience
Experience as a data-analyst OR software engineer and working with distributed teams are highly desired.
Entrepreneurial and comfortable working in a complex and fast-paced environment",-1
Software Engineer,RebelWorks,5 months ago,Be among the first 25 applicants,-1,-1,-1,"DON'T JOIN OUR TEAM, JOIN OUR FAMILY! At RebelWorks, web technology is the frontier and future of human-machine interface. If you have the same goals to tinker and test and invent new Web-based technology, then RebelWorks will give you the perfect opportunity to apply your web development skill and expand your skills to the next generation of programming language. If you ever feel that you can build better applications, better system, better security, better experience than those web applications out there, that is because you can! We look for that rebel in you to work against that limit and be part of the Rebel family! If you want to be a part of the change and a part of the Rebel family, click Apply today. Requirements: Minimum 2 years in Web technologies stack Proficient in at least one of these primary programming languages (at least one of the following): Java, GoLang, node.js Experience with Programming Concept: Object Oriented Programming, RESTful, API, JSON/XML/HTML protocol, ORM Database Technologies: MySQL, MariaDB, Post-Gre SQL, MongoDB Able to work in teams Able and willing to learn and share among peers We hope you are hard working, fun and responsible

BENEFITS Flexible hours Health Insurance BPJS Kesehatan & Ketenagakerjaan Family working environment with growth mindset Entrepreneurship opportunity to build your own startup",-1
Software Engineer - Backend (Accommodation Supply),Traveloka,3 weeks ago,Be among the first 25 applicants,Entry level,Engineering,"Leisure, Travel & Tourism","Company Description

Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in 8 countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.

About The Role

As our Software Engineer for Accommodation Supply team, you will work with Product Manager, Market Manager, Pricing team, and other stakeholders in order to provide the best supply inventories to customers. You are encouraged to shape requirements with your stakeholders and drive both product and technology innovation. You will experience how to develop and operate high traffic application using microservice architecture and agile methodology.

Job Responsibilities
Drive the story development by pairing with team members on functional and nonfunctional requirements
Design and develop highly scalable, highly available, reliable, secure and fault tolerant systems with minimal guidance
Coordinate with cross functional teams (Product, Mobile, QA etc.) on planning and execution
Build and manage automated build/test/deployment environments
Ensure and maintain code quality and automated test coverage within the team
Own the entire lifecycle of feature development, test, deployment, fixes and improvements


Qualifications
Strong software engineering skills (3+ years), HA/ scalable web applications involving extensive design and coding.
Extensive experience in RDBMS like PostgreSQL/ MySQL and NoSQL databases like MongoDB/ Redis.
Experience in version control (Git/SVN/Mercurial) and familiarity with development collaboration tools (GitHub/ Phabricator/ BitBucket).
Experience in CI/CD like Jenkins/ Travis CI/ TeamCity and related technologies is a plus.
Experience in AWS/ GCP/ Azure and other technologies like Ansible, Containers, Kubernetes etc is a plus.
Passion in software engineering, application development, or systems development.


About The Team

We are the team that manages the main hotel supply inventory in Accommodation, so it's important to maintain high availability to handle high traffic. So you'll learn a lot in this area if you join our team, which should be valuable knowing that not every company or team has the opportunity to have it. Our main responsibilities are to provide a platform for hotel to put their items, and to provide our customers with the best inventories. Hope we can work, grow, and have fun together.

Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs",Full-time
Software Engineer,Sinbad,2 months ago,Be among the first 25 applicants,Entry level,Engineering,Information Technology and Services,"Fully engaged in SDLC - Design, develop, test, deploy, maintain, monitor, and improve the software
Work closely with the Lead Engineer , Quality Engineers & Product teams to deliver software that meets quality requirements.
Work together with Product & UI/UX Team to design, develop and implement complex features
Write code that can is well designed, testable, and efficient using the best software development practices
Write well designed, testable, efficient code by using best software development practices
Aggressive problem diagnosis and creative problem solving skills
Learn, test and implement new technologies, frameworks and languages
Ensure high quality graphic standards and brand consistency
Implement unit tests and functional tests
Support and collaborate with internal & external teams

Minimum Qualifications
Bachelor’s degree in Engineering: Computer Science, Information Technology or a relevant field
2+ years experience as a software engineer in diverse environments & teams
Strong knowledge & experience in the SDLC & Agile Scrum environment
Experience with Unstructure / Structure databases (SQL , Mongo etc)
Experience with Source Code Management & Versioning (git)
Curiosity to explore creative solutions and learn new tech, whilst also being willing to implement it
Familiarity with SOA & Microservice architecture
Experienced using JS & Go with at least 1 of Angular / React
Fluent in both English & Bahasa Indonesia, competent reading and writing abilities in both languages",Full-time
IoT Product Manager,eFishery,1 month ago,60 applicants,Not Applicable,Product Management,Farming,"eFishery is looking for a rockstar product manager to join our IoT division. You'll be working in a masspro-level IoT product and impact hundreds of farmers across Indonesia. What you will do: Live the product vision, make sure our product will improve farmers business Analyze problems, gather insight, and build a data-informed product planning Prioritize and communicate with stakeholders to align the product impact, able to measure cost and benefit effectively Accountable for the whole discovery and delivery cycle of product management Responsible for product metric outcome Evangelize product ideas, serve the makers team (engineer, designer, and scientist) and inspire them to create impactful solutions You're more likely to be successful if you're: Have experience in product management for at least 2 years Strong learner, willing to learn hardware development process Strong passion toward impact, empathy toward farmers Experienced in implementing design thinking principles, especially prototyping Strong logic, love to bring data-informed discussion to the table Love to travel to meet farmers across Indonesia, willing to be stationed in Bandung",Full-time
Software Engineer (Online test) - Jakarta,PT Five Jack (Itemku),3 weeks ago,Be among the first 25 applicants,Entry level,Engineering,Design,"Job Description

& requirements
IMPORTANT!!
We are doing full remote work.
You have to pass an online coding test first to apply to our company.
After you apply, follow this link:
There will be an online test. If you pass the online test, we will contact you soon.
If you don't finish the online test, we will not continue your application.
Welcome!

We are looking for a Software Engineer with a strong sense of ownership and a passion to learn something new.

As part of the team, you will be given the chance to build and improve itemku, which is based on open-source technologies such as , React, and Elasticsearch.

Successful candidates must also be innovative, flexible, self-directed, and able to design and write reliable, maintainable code.

What You'll Be Doing
Build interactive and accessible UIs for itemku using TypeScript and React.
Design, implement and operate new web services using
Collaborate with diverse teams to plan, prototype, build, and maintain new features.
Research web technology trends.
What You Need
Excellent understanding of Object-Oriented design and concepts, design patterns, data structures, and ALGORITHMS.
Minimum 1 year of hands-on development experience.
Experience with version control (e.g Git).
Extensive use of APIs and understanding of React and REST architecture.
Excellent written and oral communication skills.
S1 degree in Computer Science or equivalent.
Be able to read and write in English.
Equipment for remote work: Laptop, monitor, headset and good internet
What Will Really Excite Us
Expertise with React with
Expertise with React Native.
Knowledgeable with
Good understanding of Microservice Architecture.
Exposure to Cloud Computing Platforms like AWS, Azure, and GCP.
1+ years of e-commerce experience with high-volume transactions.
Required Skills

Javascript HTML5 & CSS3 REST APIs Javascript Frameworks Unit Testing English Language",Full-time
Software Engineer (SEO),Glints,2 weeks ago,Be among the first 25 applicants,Entry level,Engineering,Information Technology and Services,"About This Role

The mission for this role is to build products/features that drive growth in terms of the number of active users, through SEO, content, owned, and paid marketing channels, with solid software engineering foundations, in a timely manner and collaboratively in a team. This role is dedicated to the growth mission.

What You’ll Be Doing
Technical SEO-related development, implementation, and optimization, including but not limited to SEO landing pages creation, platform for scalable SEO efforts, improve website crawlability & indexability, and web core vitals performance optimization
On-platform features development to drive growth, including but not limited to event trackers for analytics purposes, marketing microsites, merchandising features, and A/B testing platform
Marketing technology: 3rd party integration for owned media tools like customer engagement platform, customer data platform, or CRM platform, and paid marketing channels capabilities/API integration for a high performing marketing campaign, including but not limited to: scalable campaign creation, campaign optimization, custom audience building/targeting, and conversion action/pixel


Some Of The Skills We Are Looking For
Fast learner & exploratory: Many new contexts in the area of marketing should be grasped in order to deliver the correct solutions to the problem.
Frontend development: Solid knowledge of Javascript and CSS fundamentals and standards, has experience working with modern Frontend frameworks, has expertise in performance analysis and optimization of front-end applications.
SEO context: Understand the most important things Engineers need to know about technical SEO.
Full-stack development: 70:30 frontend & backend development skills. Has to have experience building web app from the ground up (developing for browser, server, and database) and have a good understanding of the frontend & backend technology stacks

Our Mission

At Glints, we are building the #1 full-stack tech-enabled career development and human resource ecosystem in Southeast Asia. Our product offerings span across early career discovery, continuous skills development, and tech-enabled local and cross-border recruitment.

Since we’ve started, we’ve had a clear mission: realizing human potential. We empower people to build their dreams by helping them hire the right people. Also, we help people join the right rocketship that will improve their lives. We have impacted many lives but there’s still plenty to do and we can’t do it alone. Learn more about us here.

Glints’ Growth Story by Numbers

We’ve used a tech-enabled approach to connect 1 million+ candidates to their next dream opportunities, supported 30,000+ companies in finding great talent, achieved double-digit enhancements in recruiter efficiency, and raised US$10M+ from best venture investors in Asia.

And speaking about growth, 2020 was a tough year to navigate, but quick adaptations and sticking to our core strategy allowed us to maintain growth. LinkedIn recognized us in the 2020 Top Startups List in Singapore - an annual ranking of the emerging startups to work for. Click here for the full article.",Full-time
Software Engineer - BackEnd,Sinbad,4 weeks ago,Be among the first 25 applicants,Mid-Senior level,Information Technology,Logistics and Supply Chain,"Job Description As a Backend Software Engineer, you will be required to write code that is well written, efficient, and testable, using the newest technologies and best software development practices available. You will be working closely with the lead engineer, quality engineers and product teams, and therefore must have great interpersonal communication skills. You will be a key contributor in driving Sinbad’s mission to simplify the supply chain by connecting suppliers and traditional retailers through the use of data. Who you are and what you’ll be responsible for: Detail-Oriented: Write code that is well designed, maintainable, efficient and recyclable by using the best software development practices. Quality-Oriented: Fully engaged with SDLC. Design, develop, test, deploy, maintain, monitor, and improve the software. Goal-Oriented: Learn, test and implement new technologies and frameworks, with the aim of improving performance, reliability, observability, and scalability. Collaborative: Work closely with the Lead Engineer, Quality Engineers & Product teams to deliver high-quality code that meets quality and time requirements. Problem-Solver: Use creative problem solving skills, and implement unit and functional tests to expose weaknesses and diagnose errors, to ensure software runs smoothly and meets user needs.

Job Requirements Experienced using JS with at least 1 of Node.Js / Golang 2+ years experience as a backend in diverse environments & teams Strong knowledge & experience in the SDLC & Agile Scrum environment Experience with Unstructured / Structured databases (SQL, Mongo etc) Experience with Source Code Management & Versioning (git) Bachelor’s degree in Engineering: Computer Science, Information Technology or equivalent relevant work experience Curiosity to explore creative solutions and learn new tech, whilst willing to implement it Fluent in both English & Bahasa Indonesia, competent reading and writing abilities in both languages",Full-time
